2022-09-22 22:52:02,083: 'a'
2022-09-22 22:52:02,359: 'd'
2022-09-22 22:52:02,565: 'd'
2022-09-22 22:52:02,800: Key.space
2022-09-22 22:52:03,593: '.'
2022-09-22 22:52:03,895: Key.enter
2022-09-22 22:52:12,191: Key.space
2022-09-22 22:52:21,863: Key.space
2022-09-22 22:52:23,098: Key.space
2022-09-22 22:52:33,049: Key.space
2022-09-22 22:52:36,435: 'g'
2022-09-22 22:52:36,619: 'i'
2022-09-22 22:52:36,801: 't'
2022-09-22 22:52:37,097: Key.space
2022-09-22 22:52:37,926: 'c'
2022-09-22 22:52:38,120: 'o'
2022-09-22 22:52:38,435: 'm'
2022-09-22 22:52:38,566: 'm'
2022-09-22 22:52:38,741: 'i'
2022-09-22 22:52:39,001: 't'
2022-09-22 22:52:39,351: Key.space
2022-09-22 22:52:40,254: 'i'
2022-09-22 22:52:40,510: 'n'
2022-09-22 22:52:41,221: Key.backspace
2022-09-22 22:52:41,618: Key.backspace
2022-09-22 22:52:42,401: '-'
2022-09-22 22:52:42,886: 'm'
2022-09-22 22:52:43,159: Key.space
2022-09-22 22:52:43,889: Key.shift
2022-09-22 22:52:44,075: ':'
2022-09-22 22:52:45,081: Key.backspace
2022-09-22 22:52:45,368: Key.shift
2022-09-22 22:52:45,562: '"'
2022-09-22 22:52:46,481: Key.shift
2022-09-22 22:52:46,656: '"'
2022-09-22 22:52:47,377: Key.left
2022-09-22 22:52:47,897: Key.shift
2022-09-22 22:52:48,065: 'I'
2022-09-22 22:52:48,622: 'n'
2022-09-22 22:52:49,399: 'i'
2022-09-22 22:52:49,757: 't'
2022-09-22 22:52:50,036: 'i'
2022-09-22 22:52:50,193: 'a'
2022-09-22 22:52:50,475: 'm'
2022-09-22 22:52:51,726: Key.backspace
2022-09-22 22:52:52,113: 'l'
2022-09-22 22:53:00,836: Key.space
2022-09-22 22:53:01,083: 'c'
2022-09-22 22:53:01,281: 'o'
2022-09-22 22:53:01,605: 'm'
2022-09-22 22:53:01,742: 'm'
2022-09-22 22:53:01,914: 'i'
2022-09-22 22:53:02,072: 't'
2022-09-22 22:53:03,237: Key.right
2022-09-22 22:53:04,239: Key.enter
2022-09-22 22:53:12,600: Key.space
2022-09-22 22:53:13,741: Key.space
2022-09-22 22:53:17,041: Key.left
2022-09-22 22:53:17,828: Key.left
2022-09-22 22:53:19,748: Key.space
2022-09-22 22:53:32,161: Key.space
2022-09-22 22:53:33,346: Key.space
2022-09-22 22:53:34,605: Key.backspace
2022-09-22 22:53:34,804: Key.backspace
2022-09-22 22:53:34,980: Key.backspace
2022-09-22 22:53:35,171: Key.backspace
2022-09-22 22:53:51,834: Key.space
2022-09-22 22:54:02,451: Key.right
2022-09-22 22:54:02,895: Key.right
2022-09-22 22:54:03,797: Key.right
2022-09-22 22:54:04,156: Key.right
2022-09-22 22:54:04,408: Key.right
2022-09-22 22:54:04,712: Key.right
2022-09-22 22:54:05,435: Key.right
2022-09-22 22:54:06,967: Key.ctrl_r
2022-09-22 22:54:07,964: Key.left
2022-09-22 22:54:12,711: Key.right
2022-09-22 22:54:13,513: Key.right
2022-09-22 22:54:14,436: Key.right
2022-09-22 22:54:15,454: Key.right
2022-09-22 22:54:18,940: Key.left
2022-09-22 22:54:31,447: Key.space
